MSE12,MSE23,MSE13,SSIM12,SSIM23,SSIM13
1.764019097,0.592881944,2.507282986,0.997154311,0.998886943,0.996102793
0.592881944,0.512890625,1.169661458,0.998886943,0.998560716,0.997629242
0.512890625,1.232634549,1.800846354,0.998560716,0.997895901,0.996626376
1.232634549,0.988237847,2.24250434,0.997895901,0.998930062,0.996837565
0.988237847,0.490282118,1.478528646,0.998930062,0.999427686,0.998358274
0.490282118,0.141219618,0.631501736,0.999427686,0.999688816,0.999116503
0.141219618,4642.23625,4642.288581,0.999688816,0.351049728,0.351009832
4642.23625,0.196540799,4642.534058,0.351049728,0.998655009,0.351199536
0.196540799,0.021345486,0.21781684,0.998655009,0.999785373,0.998460289
0.021345486,0.286953125,0.313177083,0.999785373,0.998899779,0.998668136
0.286953125,31.22153646,31.79103299,0.998899779,0.994170452,0.994003185
31.22153646,58.44975694,88.20248264,0.994170452,0.987638062,0.987968831
58.44975694,70.21953559,126.6575911,0.987638062,0.980663784,0.980161205
70.21953559,87.28777344,152.5369705,0.980663784,0.971465689,0.972008501
87.28777344,104.3820703,184.8453299,0.971465689,0.966115774,0.963553887
104.3820703,123.3994618,215.2695703,0.966115774,0.956946977,0.95222305
123.3994618,130.9554991,239.1255686,0.956946977,0.94943988,0.942604374
130.9554991,148.0561892,251.0341102,0.94943988,0.941873957,0.933234637
148.0561892,166.842066,273.7569792,0.941873957,0.93777898,0.931045288
166.842066,181.6636198,301.8965451,0.93777898,0.935046779,0.920899327
181.6636198,175.3024783,314.5866102,0.935046779,0.932879244,0.921340068
175.3024783,161.4327778,298.4509245,0.932879244,0.930895638,0.918454353
161.4327778,181.7102561,308.0186936,0.930895638,0.927610365,0.916279997
181.7102561,168.4553429,321.8048872,0.927610365,0.922513996,0.910287887
168.4553429,155.2511806,306.4777214,0.922513996,0.925110648,0.908489547
155.2511806,151.0399002,288.1947439,0.925110648,0.925521224,0.909602853
151.0399002,140.5301519,260.8743056,0.925521224,0.921242089,0.906537875
140.5301519,117.9929384,224.7340625,0.921242089,0.927891997,0.907945838
117.9929384,94.56194444,204.5776172,0.927891997,0.930521342,0.909420227
94.56194444,86.93147135,172.3182509,0.930521342,0.930856163,0.91258315
86.93147135,94.79217448,168.9186719,0.930856163,0.92814958,0.910474104
94.79217448,102.3674306,174.851888,0.92814958,0.922615859,0.904432859
102.3674306,110.8694661,191.0263585,0.922615859,0.917121987,0.897501399
110.8694661,148.8942057,232.2988455,0.917121987,0.907787941,0.888735385
148.8942057,224.3645573,298.4351606,0.907787941,0.892742356,0.875527948
224.3645573,320.3164453,397.8853168,0.892742356,0.876283768,0.861530423
320.3164453,390.2141884,512.1990625,0.876283768,0.859073471,0.845221799
390.2141884,427.234375,606.7734245,0.859073471,0.844322572,0.828103104
427.234375,471.4194444,652.4229861,0.844322572,0.833016685,0.817439956
471.4194444,510.1986762,734.9699783,0.833016685,0.821623796,0.804017784
510.1986762,471.1990234,769.9366146,0.821623796,0.814289877,0.792581258
471.1990234,456.9494097,760.3652214,0.814289877,0.80852907,0.782548796
456.9494097,433.933941,772.4428385,0.80852907,0.808931608,0.775600696
433.933941,401.0896571,731.8148047,0.808931608,0.811407161,0.775472312
401.0896571,356.3867101,643.4255859,0.811407161,0.820732967,0.78268564
356.3867101,345.2555773,603.1728168,0.820732967,0.824602951,0.786212039
345.2555773,335.5578993,586.2193793,0.824602951,0.826808636,0.787022594
335.5578993,333.4083507,566.3275608,0.826808636,0.826881945,0.785543338
333.4083507,324.2694792,553.7803299,0.826881945,0.825838989,0.782418041
324.2694792,287.6256163,519.973559,0.825838989,0.822345056,0.779074295
287.6256163,249.9391927,472.7584635,0.822345056,0.831271172,0.772903889
249.9391927,236.6724306,440.1270399,0.831271172,0.833916497,0.783985614
236.6724306,219.048954,413.8217405,0.833916497,0.830268322,0.780472387
219.048954,211.6680035,384.097296,0.830268322,0.833654466,0.780108889
211.6680035,253.5054818,430.5168012,0.833654466,0.822705239,0.774239697
253.5054818,278.356237,486.551849,0.822705239,0.815067722,0.763585119
278.356237,297.503316,507.2702561,0.815067722,0.805655634,0.761692458
297.503316,296.0766753,552.1816233,0.805655634,0.804547757,0.748990206
296.0766753,306.5827604,577.3832205,0.804547757,0.790633856,0.73171835
306.5827604,285.7919618,554.8373264,0.790633856,0.800451774,0.737872042
285.7919618,304.6276997,543.0099653,0.800451774,0.799176607,0.736275982
304.6276997,341.9666146,573.0333854,0.799176607,0.79726879,0.734792161
341.9666146,367.6313064,614.5542318,0.79726879,0.78108209,0.715700763
367.6313064,322.6230295,607.3911155,0.78108209,0.804137384,0.736594311
322.6230295,319.1929514,597.8499566,0.804137384,0.814218199,0.734805607
319.1929514,295.6455556,592.0030642,0.814218199,0.816893299,0.743148585
295.6455556,284.5250304,579.193112,0.816893299,0.783241484,0.717523197
284.5250304,254.8455686,536.3615191,0.783241484,0.838529547,0.727504033
254.8455686,236.3529991,477.5975,0.838529547,0.85204125,0.781481531
236.3529991,224.1195095,451.8655816,0.85204125,0.837654589,0.777354563
224.1195095,238.9771137,469.1480903,0.837654589,0.845519886,0.770324486
238.9771137,235.0221875,476.1023741,0.845519886,0.844694303,0.774804958
235.0221875,264.1102517,485.6504601,0.844694303,0.835434992,0.773710533
264.1102517,262.4852083,519.9803299,0.835434992,0.833622013,0.768504542
262.4852083,6602.331997,6645.314757,0.833622013,0.15031788,0.139569169
6602.331997,8956.710321,2681.452023,0.15031788,0.08777687,0.227035967
8956.710321,2450.015217,8172.514809,0.08777687,0.334507595,0.09396555
2450.015217,3959.569466,2340.325169,0.334507595,0.21584107,0.246701964
3959.569466,144.6074609,4055.177821,0.21584107,0.691574405,0.21989804
144.6074609,141.2428429,224.471441,0.691574405,0.718363516,0.638229493
141.2428429,1524.017826,1554.354731,0.718363516,0.407605599,0.405927959
1524.017826,84.66779948,1562.443186,0.407605599,0.933540903,0.402999572
84.66779948,86.28076389,161.2269314,0.933540903,0.935670397,0.898954309
86.28076389,93.36240885,168.1748307,0.935670397,0.934293782,0.897579878
93.36240885,92.3144401,167.5816406,0.934293782,0.932353964,0.901673593
92.3144401,78.00578559,151.7513976,0.932353964,0.920977997,0.887760339
78.00578559,92.14071181,141.4829036,0.920977997,0.919084101,0.893559908
92.14071181,109.4057813,170.527717,0.919084101,0.917891929,0.867389184
109.4057813,120.2445964,191.3337457,0.917891929,0.927768565,0.88340372
120.2445964,127.1442491,195.7672049,0.927768565,0.916778148,0.889714603
127.1442491,136.9746094,222.0517665,0.916778148,0.897935608,0.859265662
136.9746094,121.6791493,219.6829774,0.897935608,0.902301593,0.872392564
121.6791493,99.24161458,194.6793056,0.902301593,0.923546194,0.856536769
99.24161458,91.74248698,186.7586675,0.923546194,0.9285425,0.87622159
91.74248698,74.5215842,172.3612587,0.9285425,0.934069125,0.883678424
74.5215842,82.5940191,161.6641276,0.934069125,0.929792283,0.883390218
82.5940191,83.13118924,166.8572396,0.929792283,0.930720333,0.882343237
83.13118924,90.15963542,175.6507031,0.930720333,0.927379614,0.880262747
90.15963542,86.23542101,178.8390842,0.927379614,0.925419972,0.87571409
86.23542101,72.40354601,164.4807378,0.925419972,0.934379223,0.877720137
72.40354601,70.66568576,152.2109679,0.934379223,0.938848193,0.885142344
70.66568576,83.2990408,171.2412109,0.938848193,0.93506304,0.885761894
83.2990408,1037.59082,1036.10566,0.93506304,0.638174779,0.63748461
1037.59082,33.4374783,1041.774427,0.638174779,0.956053425,0.634372719
33.4374783,30.02106337,74.26817708,0.956053425,0.963797126,0.920810919
30.02106337,37.96831163,82.43368056,0.963797126,0.957244968,0.921369118
37.96831163,52.83412326,108.4990495,0.957244968,0.939820594,0.899976918
52.83412326,70.98374566,137.8023915,0.939820594,0.924570385,0.881001001
70.98374566,85.60759115,167.4657639,0.924570385,0.915453805,0.870294254
85.60759115,110.7378819,201.6494314,0.915453805,0.907904832,0.862918759
110.7378819,124.1518273,240.6560547,0.907904832,0.899410966,0.850622575
124.1518273,130.7177691,267.1428776,0.899410966,0.896074937,0.840455269
130.7177691,134.6041233,277.1855903,0.896074937,0.898918637,0.838780027
134.6041233,138.4735634,276.9255686,0.898918637,0.901520193,0.840457592
138.4735634,144.7785547,283.7151042,0.901520193,0.898013233,0.84360117
144.7785547,142.3804253,279.5864106,0.898013233,0.900219932,0.843777948
142.3804253,147.9440582,282.7568186,0.900219932,0.898094885,0.843809297
147.9440582,151.4620182,284.9744792,0.898094885,0.89336494,0.842954124
151.4620182,159.1420703,287.4462847,0.89336494,0.890643648,0.840030756
159.1420703,163.7587109,300.4876823,0.890643648,0.886913687,0.837501934
163.7587109,159.2168837,298.72398,0.886913687,0.886431882,0.836283548
159.2168837,163.6849045,298.092309,0.886431882,0.887255984,0.833750019
163.6849045,161.5976649,296.8297135,0.887255984,0.882821378,0.829260655
161.5976649,155.1541623,289.5804731,0.882821378,0.881616989,0.822718897
155.1541623,151.3489366,280.5459722,0.881616989,0.876868175,0.820129778
151.3489366,142.9010243,268.780612,0.876868175,0.88080692,0.822547066
142.9010243,174.1172309,288.7103038,0.88080692,0.828365043,0.78028286
174.1172309,162.036237,295.6040755,0.828365043,0.867593452,0.780632321
162.036237,134.5628863,267.5643316,0.867593452,0.892422139,0.816532319
134.5628863,127.8031163,247.7284679,0.892422139,0.899972729,0.839510638
127.8031163,113.919566,227.0502344,0.899972729,0.899971796,0.843233387
113.919566,92.55234375,205.2212587,0.899971796,0.912756462,0.848055821
92.55234375,12933.96684,12965.31229,0.912756462,0.165844549,0.164608414
12933.96684,12464.06472,2908.001241,0.165844549,0.106362664,0.182293115
12464.06472,4262.911597,15329.62114,0.106362664,0.123430785,0.083632603
4262.911597,1448.911992,3382.579753,0.123430785,0.27031991,0.16163886
1448.911992,145.5868316,1519.782478,0.27031991,0.877018389,0.255840649
145.5868316,143.0904731,274.9373915,0.877018389,0.86894862,0.817143258
143.0904731,136.3601085,275.6061024,0.86894862,0.875205674,0.810367451
136.3601085,127.2852604,262.4801259,0.875205674,0.883204367,0.812199091
127.2852604,121.6905469,247.1054861,0.883204367,0.887734443,0.821862222
121.6905469,117.9146615,249.2708073,0.887734443,0.893386743,0.817669136
117.9146615,121.4139887,248.4797005,0.893386743,0.894931737,0.824931241
121.4139887,107.7431467,239.6276389,0.894931737,0.895913956,0.826440116
107.7431467,93.29825087,208.7380729,0.895913956,0.894700035,0.827112601
93.29825087,77.11293403,170.7977821,0.894700035,0.903049238,0.846876073
77.11293403,76.49042969,157.3243359,0.903049238,0.909267045,0.852009027
76.49042969,61.07164063,144.1858116,0.909267045,0.921022281,0.87292297
61.07164063,59.07783854,136.370651,0.921022281,0.932081263,0.870092623
59.07783854,48.76558594,118.0108811,0.932081263,0.94264656,0.894809076
48.76558594,54.62049913,115.4497917,0.94264656,0.931593716,0.887643512
54.62049913,45.79824653,108.9934418,0.931593716,0.940818096,0.894655156
45.79824653,50.27860243,105.252309,0.940818096,0.937810695,0.889037038
50.27860243,43.72453559,102.851454,0.937810695,0.94328076,0.897765789
43.72453559,49.7253125,106.024388,0.94328076,0.937612691,0.891139187
49.7253125,68.68328993,132.1105642,0.937612691,0.911592165,0.867586509
68.68328993,63.61275608,134.0207943,0.911592165,0.908814401,0.869874604
63.61275608,57.43852431,121.7757335,0.908814401,0.915453267,0.863160329
57.43852431,65.14807292,137.452309,0.915453267,0.920522785,0.854550113
65.14807292,72.78338108,148.877296,0.920522785,0.908242609,0.858811527
72.78338108,81.69751736,158.0201866,0.908242609,0.896198823,0.852170173
81.69751736,92.98676215,183.0081337,0.896198823,0.895136803,0.837566006
92.98676215,94.69999566,190.3287457,0.895136803,0.895994354,0.842446327
94.69999566,106.1691536,213.7626476,0.895994354,0.907326674,0.839646369
