MSE12,MSE23,MSE13,SSIM12,SSIM23,SSIM13
793.6725,1087.606211,1753.289023,0.667116312,0.610143751,0.428146557
1087.606211,1446.407201,2243.956814,0.610143751,0.550888578,0.384897816
1446.407201,1812.119019,2746.121931,0.550888578,0.504460988,0.345932189
1812.119019,2057.840534,3130.261897,0.504460988,0.470224115,0.312595645
2057.840534,2262.87247,3190.468446,0.470224115,0.446316117,0.297541941
2262.87247,2059.885703,3350.900082,0.446316117,0.453959129,0.283052915
2059.885703,1819.516042,3010.644453,0.453959129,0.506810232,0.311689104
1819.516042,1682.794874,2860.050707,0.506810232,0.511001507,0.343040214
1682.794874,1655.566875,2819.873095,0.511001507,0.437686222,0.291398863
1655.566875,1760.561719,2896.237092,0.437686222,0.379099796,0.238485321
1760.561719,1949.907951,3133.97921,0.379099796,0.321413291,0.198253062
1949.907951,2134.870213,3397.118893,0.321413291,0.291381016,0.182880545
2134.870213,2279.310877,3604.273173,0.291381016,0.275290668,0.162273408
2279.310877,2367.949492,3685.422444,0.275290668,0.262886767,0.164220163
2367.949492,2489.911393,3925.108116,0.262886767,0.244561624,0.162552134
2489.911393,2579.340577,3997.748455,0.244561624,0.228529302,0.157359904
2579.340577,2640.350195,4064.737778,0.228529302,0.214457568,0.147467542
2640.350195,2658.079423,4054.019349,0.214457568,0.207994402,0.145600394
2658.079423,2632.132309,4076.282791,0.207994402,0.216660963,0.147845133
2632.132309,2523.327535,4094.787413,0.216660963,0.239725632,0.154177913
2523.327535,2309.767287,3935.465282,0.239725632,0.256036315,0.163491533
2309.767287,2204.269974,3629.032791,0.256036315,0.265492877,0.171041669
2204.269974,2174.099957,3519.637891,0.265492877,0.271494534,0.182728609
2174.099957,2077.734384,3395.148976,0.271494534,0.283662419,0.193789929
2077.734384,2013.83253,3250.891359,0.283662419,0.300204212,0.211833992
2013.83253,1943.651654,3141.022205,0.300204212,0.302809576,0.226631499
1943.651654,1872.573021,3053.157192,0.302809576,0.322337061,0.238949915
1872.573021,1867.631623,2995.346198,0.322337061,0.312500187,0.235251527
1867.631623,1832.423277,2932.459874,0.312500187,0.335927762,0.239359906
1832.423277,1856.722405,2964.806905,0.335927762,0.331337575,0.223859374
1856.722405,1939.091806,3074.693403,0.331337575,0.352601317,0.230582413
1939.091806,2193.485738,3400.466259,0.352601317,0.347297699,0.238542878
2193.485738,2445.145747,3623.163142,0.347297699,0.305963879,0.237688355
2445.145747,2797.391753,3997.795547,0.305963879,0.228914232,0.159433834
2797.391753,2923.634783,3867.155807,0.228914232,0.175926258,0.204508376
2923.634783,2922.113537,3598.65378,0.175926258,0.142041993,0.272592001
2922.113537,2734.048655,3271.730734,0.142041993,0.112050025,0.354761187
2734.048655,1992.113997,3159.560404,0.112050025,0.264441562,0.218021323
1992.113997,1366.834748,2646.761332,0.264441562,0.378849072,0.148314329
1366.834748,1158.931172,1793.011753,0.378849072,0.431714134,0.281410814
1158.931172,1293.342561,1776.669427,0.431714134,0.337072285,0.308255664
1293.342561,1568.592934,1943.588247,0.337072285,0.249115604,0.260626741
1568.592934,1750.881072,2104.238876,0.249115604,0.200502719,0.251288108
1750.881072,1936.597569,2513.417921,0.200502719,0.211997207,0.202053121
1936.597569,2049.536441,2854.064002,0.211997207,0.292855379,0.191417802
2049.536441,2137.21049,2923.545169,0.292855379,0.290555506,0.195549198
2137.21049,1868.658225,3194.327517,0.290555506,0.30428361,0.192586032
1868.658225,1751.031298,2820.243568,0.30428361,0.302681171,0.199660677
1751.031298,1801.817378,2740.94549,0.302681171,0.29660635,0.214523736
1801.817378,2178.908316,3116.195165,0.29660635,0.278742923,0.21814308
2178.908316,2291.991619,3195.086359,0.278742923,0.272172217,0.211095345
2291.991619,2251.724197,3513.149201,0.272172217,0.300063476,0.211774455
2251.724197,2455.808364,3565.088602,0.300063476,0.293584207,0.22429943
2455.808364,2406.24148,3652.868663,0.293584207,0.290733686,0.223729917
2406.24148,2505.238355,3910.76395,0.290733686,0.229848579,0.173925855
2505.238355,2440.868329,3577.547465,0.229848579,0.228284847,0.184871849
2440.868329,2172.262856,3437.60852,0.228284847,0.253435626,0.179901665
2172.262856,1910.461211,3127.92951,0.253435626,0.285133544,0.196772672
1910.461211,1760.039627,2753.463268,0.285133544,0.314520128,0.213364577
1760.039627,6452.703841,6442.775317,0.314520128,0.138770701,0.135769565
6452.703841,386.1154427,6381.129848,0.138770701,0.810561162,0.139830109
386.1154427,394.3028776,885.8957509,0.810561162,0.805256014,0.661706465
394.3028776,373.6197049,864.2275651,0.805256014,0.810055164,0.657651094
373.6197049,382.9915104,887.2807552,0.810055164,0.809445963,0.653337437
382.9915104,379.1203993,902.3121875,0.809445963,0.812904942,0.652828941
379.1203993,399.382717,922.4585243,0.812904942,0.813261676,0.656355594
399.382717,386.7854948,947.0292361,0.813261676,0.8161612,0.659384878
386.7854948,381.397079,923.923303,0.8161612,0.820097613,0.662683618
381.397079,396.5762543,928.9268663,0.820097613,0.817016502,0.666159668
396.5762543,391.3728472,947.8779297,0.817016502,0.817143837,0.667387229
391.3728472,385.7515104,922.4336111,0.817143837,0.822303337,0.673047885
385.7515104,403.3347439,928.6193186,0.822303337,0.820520058,0.675937541
403.3347439,376.6354601,900.66852,0.820520058,0.83143119,0.686890864
376.6354601,373.4505903,869.1113628,0.83143119,0.838264916,0.702949669
373.4505903,415.5807639,899.1405469,0.838264916,0.834230995,0.707806943
415.5807639,397.3244792,886.2873611,0.834230995,0.84098576,0.715321893
397.3244792,478.9067014,972.6571875,0.84098576,0.836657923,0.720914447
478.9067014,439.6081858,956.0098264,0.836657923,0.839813595,0.722640638
439.6081858,442.3269835,888.3011328,0.839813595,0.840665281,0.723993743
442.3269835,469.3748177,904.2936415,0.840665281,0.846786848,0.734778495
469.3748177,546.1635547,908.2690929,0.846786848,0.83995942,0.742105152
546.1635547,528.9789714,952.3531597,0.83995942,0.844255433,0.748748267
528.9789714,522.2342665,956.9901563,0.844255433,0.848069129,0.755846738
522.2342665,607.8827995,966.2553385,0.848069129,0.842290988,0.762805985
607.8827995,522.652053,960.981441,0.842290988,0.853239335,0.766610639
522.652053,476.4069748,880.9443403,0.853239335,0.85714923,0.775479661
476.4069748,552.4087326,870.5388845,0.85714923,0.848317489,0.775056769
552.4087326,505.4532726,864.0017101,0.848317489,0.857746976,0.777850053
505.4532726,469.500217,790.5592361,0.857746976,0.861467688,0.783639796
469.500217,8281.585894,8178.339358,0.861467688,0.278880263,0.28007315
8281.585894,893.8330773,8279.331584,0.278880263,0.6942531,0.283406874
893.8330773,689.1379818,1527.513542,0.6942531,0.743640171,0.580376413
689.1379818,587.3690712,1217.427834,0.743640171,0.765614418,0.635277709
587.3690712,573.5982031,1154.583203,0.765614418,0.774910376,0.642025005
573.5982031,531.7158247,1114.357127,0.774910376,0.801542001,0.657117866
531.7158247,505.0657769,1023.897539,0.801542001,0.817398347,0.686083671
505.0657769,491.2301302,959.437322,0.817398347,0.832158202,0.708347366
491.2301302,486.8105425,912.1373394,0.832158202,0.83110552,0.721374869
486.8105425,466.0458681,860.0893793,0.83110552,0.833946453,0.72673081
466.0458681,423.1693707,788.0784071,0.833946453,0.838156043,0.736376681
423.1693707,389.2144141,724.5946528,0.838156043,0.841727212,0.743498197
389.2144141,427.0234679,752.9942274,0.841727212,0.827493246,0.733868692
427.0234679,453.3841363,809.6973438,0.827493246,0.823697478,0.719692615
453.3841363,431.6130078,798.3935677,0.823697478,0.831464754,0.729087757
431.6130078,427.3818793,795.6301649,0.831464754,0.826801157,0.731172122
427.3818793,511.823737,855.9716319,0.826801157,0.801540234,0.704504494
511.823737,412.8218837,874.534796,0.801540234,0.826784544,0.704346691
412.8218837,339.2608941,670.0951042,0.826784544,0.852465942,0.749482843
339.2608941,363.7747092,644.6968012,0.852465942,0.840758339,0.761440502
363.7747092,381.1279731,747.5910764,0.840758339,0.830992291,0.735934574
381.1279731,373.8663238,669.6458073,0.830992291,0.849271712,0.760039835
373.8663238,411.1353906,731.0501259,0.849271712,0.834036176,0.755477045
411.1353906,521.814375,875.5779688,0.834036176,0.815176726,0.727132469
521.814375,564.9428429,963.5915668,0.815176726,0.824203517,0.726778692
564.9428429,578.2904297,1004.778585,0.824203517,0.817753068,0.728765283
578.2904297,557.5386892,989.7849262,0.817753068,0.819207183,0.72954677
557.5386892,569.2508898,1018.909258,0.819207183,0.811675273,0.721792959
569.2508898,507.5142231,979.8221962,0.811675273,0.815274061,0.720624271
507.5142231,475.3004427,938.6905252,0.815274061,0.819549991,0.71565534
475.3004427,438.8228776,870.7062109,0.819549991,0.832136681,0.729108339
438.8228776,611.0532769,998.8249392,0.832136681,0.781429845,0.699716514
611.0532769,557.0922569,1172.067878,0.781429845,0.798556876,0.66458026
557.0922569,485.9734635,955.694158,0.798556876,0.82358132,0.71800351
485.9734635,417.3178993,853.6604167,0.82358132,0.84240682,0.741949366
417.3178993,373.7219792,723.3794965,0.84240682,0.851725922,0.766326484
373.7219792,366.2724479,672.114375,0.851725922,0.851262809,0.772592583
366.2724479,377.3953819,684.066467,0.851262809,0.852687031,0.771471431
377.3953819,449.0738498,778.2848134,0.852687031,0.834209994,0.753868567
449.0738498,12221.49,12211.81965,0.834209994,0.178009734,0.179615625
12221.49,805.9684852,12196.38488,0.178009734,0.796766443,0.176890902
805.9684852,759.9097613,1345.906736,0.796766443,0.783837042,0.713303529
759.9097613,952.8341884,1561.296215,0.783837042,0.768264938,0.698974676
952.8341884,1049.773333,1837.801332,0.768264938,0.754045648,0.678240081
1049.773333,784.7715625,1697.352318,0.754045648,0.775634586,0.684748838
784.7715625,382.7936589,967.5043446,0.775634586,0.841512968,0.730604493
382.7936589,484.4248047,758.1565017,0.841512968,0.825732715,0.758359883
484.4248047,982.1299262,1412.486389,0.825732715,0.766216046,0.705636196
982.1299262,1477.006571,2335.759154,0.766216046,0.720169935,0.657916057
1477.006571,1667.470569,2963.200117,0.720169935,0.70463617,0.598876578
1667.470569,1342.332517,2779.060577,0.70463617,0.746687053,0.632424737
1342.332517,1150.514935,2284.893971,0.746687053,0.758101795,0.668997176
1150.514935,929.2124132,1983.640551,0.758101795,0.77207521,0.670328408
929.2124132,1068.921068,1600.438776,0.77207521,0.778894612,0.709743667
1068.921068,1501.479236,2401.314948,0.778894612,0.731225351,0.657551464
1501.479236,1599.506146,2909.620929,0.731225351,0.724447957,0.643009547
1599.506146,1310.748646,2749.075521,0.724447957,0.74420574,0.653803661
1310.748646,729.5442274,1819.228168,0.74420574,0.805590971,0.695289574
729.5442274,816.2352821,1420.351289,0.805590971,0.808371308,0.7234782
816.2352821,1074.872591,1792.846189,0.808371308,0.808510919,0.719505924
1074.872591,1690.369896,2442.138615,0.808510919,0.779324109,0.704555422
1690.369896,1867.150994,2904.784952,0.779324109,0.7626275,0.694151806
1867.150994,1406.110265,2831.475139,0.7626275,0.761768326,0.684642279
1406.110265,1034.455534,1964.597413,0.761768326,0.793680591,0.714037282
1034.455534,550.5991189,1356.673984,0.793680591,0.861353191,0.750174889
550.5991189,483.6339236,846.6628255,0.861353191,0.851527137,0.794458861
483.6339236,1132.95967,1487.049106,0.851527137,0.778467502,0.73549739
1132.95967,1425.882122,2258.912444,0.778467502,0.744886933,0.687285559
1425.882122,1687.568186,2645.247148,0.744886933,0.736914706,0.668472584
1687.568186,1835.052131,2746.071107,0.736914706,0.752381544,0.66468561
1835.052131,2029.456115,2483.349757,0.752381544,0.754699489,0.672896193
2029.456115,1598.598685,2361.767439,0.754699489,0.776295693,0.687462719
1598.598685,1139.740078,1779.506905,0.776295693,0.787094144,0.717462434
1139.740078,935.3938411,1637.470317,0.787094144,0.798675604,0.720540223
935.3938411,909.7535417,1641.581246,0.798675604,0.799784809,0.718815168
909.7535417,984.8838021,1614.106719,0.799784809,0.788574222,0.709514138
984.8838021,10999.09586,11057.51023,0.788574222,0.232795707,0.229391372
10999.09586,556.2996137,10999.97743,0.232795707,0.811734373,0.231727462
556.2996137,578.1580078,1094.006667,0.811734373,0.817709163,0.718567793
578.1580078,627.0130035,1159.768902,0.817709163,0.811937364,0.724000794
627.0130035,637.4094705,1216.356424,0.811937364,0.810193414,0.716598192
637.4094705,568.1300087,1139.059184,0.810193414,0.820762562,0.724571733
568.1300087,497.3230208,992.4878385,0.820762562,0.839827333,0.739899367
497.3230208,455.398546,896.6893359,0.839827333,0.838834332,0.750263551
455.398546,476.5140321,902.6734983,0.838834332,0.841188967,0.747350066
476.5140321,545.7420616,965.8954774,0.841188967,0.826009657,0.739187491
545.7420616,539.8877474,1006.322474,0.826009657,0.82645369,0.731228086
539.8877474,469.0637109,880.8138108,0.82645369,0.846181583,0.752075404
469.0637109,600.7239627,950.8870052,0.846181583,0.821970511,0.744136429
600.7239627,674.879796,1159.462318,0.821970511,0.803943589,0.719511888
674.879796,729.4214714,1244.380556,0.803943589,0.800773238,0.711264389
729.4214714,751.996684,1321.635725,0.800773238,0.800493111,0.708661126
751.996684,829.8321701,1423.424097,0.800493111,0.80414311,0.711841131
829.8321701,896.7673134,1530.595794,0.80414311,0.802304632,0.715830313
896.7673134,791.0467014,1497.603294,0.802304632,0.811807778,0.720403761
791.0467014,672.6033116,1346.194596,0.811807778,0.83306645,0.736369536
672.6033116,621.1330339,1189.240113,0.83306645,0.842114004,0.753937186
621.1330339,592.6376997,1009.220213,0.842114004,0.837376895,0.766133319
592.6376997,578.404171,1067.154657,0.837376895,0.833705726,0.754302349
578.404171,509.4575347,984.774796,0.833705726,0.839671037,0.756524819
509.4575347,504.6723003,897.6354253,0.839671037,0.826531173,0.75517306
504.6723003,374.0006684,779.9159722,0.826531173,0.86097907,0.765783835
374.0006684,435.0500955,727.0696094,0.86097907,0.857411354,0.782668324
435.0500955,481.8312587,785.7126563,0.857411354,0.852488806,0.784752545
481.8312587,583.2832856,924.362487,0.852488806,0.851108834,0.784010683
583.2832856,690.4688194,977.3392318,0.851108834,0.840615731,0.771533987
690.4688194,761.7528559,1192.870825,0.840615731,0.830519862,0.75774693
761.7528559,704.7994271,1129.722005,0.830519862,0.824057359,0.747342499
704.7994271,537.3562283,1057.855621,0.824057359,0.830573274,0.746863933
537.3562283,437.4056163,873.5096571,0.830573274,0.843777465,0.748000716
437.4056163,496.5460851,843.3055816,0.843777465,0.841652379,0.760929224
496.5460851,624.0276476,1046.599661,0.841652379,0.808633997,0.73191291
624.0276476,580.3655642,1109.491363,0.808633997,0.815692392,0.71096167
580.3655642,481.081059,922.7992535,0.815692392,0.829681266,0.729422585
481.081059,561.6836719,913.5955469,0.829681266,0.815901639,0.731937414
561.6836719,609.1387543,1058.310169,0.815901639,0.813777619,0.717745086
609.1387543,688.0175608,1162.97977,0.813777619,0.802433266,0.711835478
688.0175608,742.8409766,1235.194206,0.802433266,0.800670338,0.697783083
742.8409766,900.9421484,1379.905217,0.800670338,0.804639098,0.705613986
900.9421484,1022.340734,1470.381484,0.804639098,0.804699783,0.710355816
1022.340734,1020.769883,1559.607274,0.804699783,0.790473855,0.692108279
1020.769883,675.3994271,1483.21148,0.790473855,0.816976296,0.69529526
675.3994271,632.1225738,1271.244006,0.816976296,0.807238236,0.703867038
632.1225738,763.5073177,1374.986072,0.807238236,0.787759832,0.684171899
763.5073177,824.6184505,1483.03003,0.787759832,0.788917281,0.683196153
824.6184505,926.4471311,1495.780929,0.788917281,0.772854273,0.679950283
926.4471311,914.2024566,1473.091246,0.772854273,0.778092742,0.672538614
914.2024566,726.1384332,1320.394362,0.778092742,0.814087006,0.700562661
726.1384332,713.352487,1144.670538,0.814087006,0.806210678,0.719110582
713.352487,729.10477,1156.814245,0.806210678,0.808917561,0.70440963
729.10477,11425.07906,11423.64569,0.808917561,0.205083972,0.204621264
11425.07906,1487.687127,11806.06235,0.205083972,0.746362469,0.205160199
1487.687127,1071.058937,2162.845864,0.746362469,0.779308785,0.671946553
1071.058937,819.8971094,1694.249371,0.779308785,0.785370758,0.688396375
819.8971094,792.4029774,1297.815243,0.785370758,0.797908072,0.703876285
792.4029774,899.3892839,1398.856289,0.797908072,0.783655425,0.7122181
899.3892839,1001.272374,1616.444201,0.783655425,0.770415249,0.698900304
1001.272374,1269.731523,2018.875313,0.770415249,0.746321259,0.674406388
1269.731523,1149.420985,2015.865434,0.746321259,0.768507104,0.685698266
1149.420985,1115.212522,1698.723151,0.768507104,0.77561627,0.710822856
1115.212522,1351.203398,1959.714488,0.77561627,0.743832855,0.69029244
1351.203398,1116.215599,2020.199614,0.743832855,0.764910533,0.678084066
1116.215599,1364.925022,1910.130195,0.764910533,0.736205649,0.677130819
1364.925022,1240.356858,2162.854848,0.736205649,0.752040005,0.658589659
1240.356858,1574.382387,2190.254835,0.752040005,0.7330717,0.664414023
1574.382387,2168.506141,3181.216497,0.7330717,0.683670235,0.615650855
2168.506141,2192.139297,3697.733937,0.683670235,0.685896511,0.597423047
2192.139297,1666.486875,3407.319149,0.685896511,0.722479433,0.620537562
1666.486875,1452.684922,2704.42388,0.722479433,0.744169181,0.65639095
1452.684922,1332.372001,2448.398867,0.744169181,0.763355979,0.679051458
1332.372001,1258.142114,2427.249948,0.763355979,0.768927618,0.680814664
1258.142114,1192.946003,2317.214583,0.768927618,0.771888613,0.694744222
1192.946003,1216.672196,2240.07372,0.771888613,0.768059821,0.694777858
1216.672196,1384.759501,2489.680412,0.768059821,0.753649367,0.6838971
1384.759501,1447.976714,2743.165747,0.753649367,0.752026136,0.681666945
1447.976714,1512.923112,2874.196884,0.752026136,0.742788585,0.672214336
1512.923112,1445.289918,2862.145825,0.742788585,0.753364255,0.675407066
1445.289918,1041.547257,2464.537591,0.753364255,0.772026494,0.693652911
1041.547257,658.9673568,1728.992539,0.772026494,0.812097497,0.720270115
658.9673568,493.0286936,1192.33401,0.812097497,0.836077581,0.749186716
493.0286936,339.8509722,821.7567491,0.836077581,0.875080781,0.782719799
339.8509722,486.9682639,786.7057726,0.875080781,0.842691641,0.787507986
486.9682639,686.5696311,1192.164102,0.842691641,0.811630293,0.751368713
686.5696311,689.8275217,1377.928325,0.811630293,0.808446592,0.741718605
689.8275217,632.9617014,1309.156775,0.808446592,0.80909447,0.734985083
632.9617014,631.8010547,1227.697522,0.80909447,0.814685371,0.739017078
631.8010547,573.3553125,1164.651602,0.814685371,0.82441852,0.754362775
573.3553125,559.6810807,1128.121758,0.82441852,0.831074049,0.759237272
559.6810807,506.8934809,1088.662904,0.831074049,0.847171188,0.763167318
506.8934809,644.1846701,1150.189436,0.847171188,0.825113372,0.762537856
644.1846701,6073.019306,5926.75145,0.825113372,0.332633665,0.333278271
6073.019306,2681.08023,6628.940187,0.332633665,0.47782428,0.323916741
2681.08023,2997.535842,4813.784223,0.47782428,0.45822149,0.346127018
2997.535842,3236.84799,5365.347574,0.45822149,0.400252959,0.299929351
3236.84799,3425.920985,5804.027561,0.400252959,0.375015133,0.264223322
3425.920985,3848.859818,6428.832773,0.375015133,0.332740078,0.233382257
3848.859818,4332.428806,6830.833511,0.332740078,0.282114146,0.192816572
4332.428806,4982.584635,7260.087652,0.282114146,0.235011075,0.164215209
4982.584635,6076.322895,8290.891497,0.235011075,0.177599252,0.131226469
6076.322895,15950.65079,15952.08507,0.177599252,0.174171689,0.190122104
15950.65079,1251.660399,15994.60395,0.174171689,0.619963437,0.190208788
1251.660399,1172.593398,1923.699119,0.619963437,0.604461542,0.583707606
1172.593398,1232.605456,1930.346953,0.604461542,0.593217738,0.574506747
1232.605456,1316.941949,1974.15934,0.593217738,0.596201318,0.55320554
1316.941949,1470.285664,2240.500208,0.596201318,0.59680386,0.55190377
1470.285664,1741.815738,2427.412122,0.59680386,0.581824556,0.552167861
1741.815738,2415.355182,3119.233698,0.581824556,0.540924349,0.521045404
2415.355182,3125.158424,3488.443841,0.540924349,0.499385726,0.491125897
3125.158424,3418.978663,4119.582383,0.499385726,0.460578335,0.454878437
3418.978663,3532.000664,4320.399796,0.460578335,0.434524065,0.41542347
3532.000664,7107.972964,7304.000408,0.434524065,0.456552577,0.475433805
7107.972964,1688.167092,7105.798806,0.456552577,0.730188937,0.457581863
1688.167092,1342.062917,2911.201528,0.730188937,0.755623418,0.672384793
1342.062917,1125.808872,2374.994878,0.755623418,0.776524813,0.695989229
1125.808872,842.938138,1849.867461,0.776524813,0.805023754,0.726760703
842.938138,620.0735286,1417.190434,0.805023754,0.833272937,0.752253195
620.0735286,705.0637804,1244.876241,0.833272937,0.8394021,0.779114765
705.0637804,1216.422513,1940.492795,0.8394021,0.789794582,0.745467905
1216.422513,1793.622669,2995.762196,0.789794582,0.752293575,0.704623114
1793.622669,2336.431272,3961.384158,0.752293575,0.727800156,0.678854518
2336.431272,2606.178785,4438.268164,0.727800156,0.726570344,0.66489049
2606.178785,22502.50056,22084.56783,0.726570344,0.256111588,0.260002638
22502.50056,7954.646753,22571.35045,0.256111588,0.461747157,0.24508347
7954.646753,8262.030725,11434.08044,0.461747157,0.434007037,0.377181719
8262.030725,6929.907773,14183.8632,0.434007037,0.455110894,0.325610374
6929.907773,4379.451771,9323.497331,0.455110894,0.550544956,0.403186649
4379.451771,2108.765048,5069.791107,0.550544956,0.663229123,0.52841801
2108.765048,1575.217114,2776.733281,0.663229123,0.757913648,0.619618686
1575.217114,1532.462778,2158.89201,0.757913648,0.797230603,0.757134524
1532.462778,1449.609965,2492.644063,0.797230603,0.776037275,0.705582455
1449.609965,1152.85911,2227.122609,0.776037275,0.834554366,0.744077721
1152.85911,970.9456641,1796.110469,0.834554366,0.852801941,0.784798375
970.9456641,837.7367795,1534.00411,0.852801941,0.848316795,0.802154109
837.7367795,840.6302951,1496.90947,0.848316795,0.822431057,0.746114615
840.6302951,1052.094523,1707.21329,0.822431057,0.75286995,0.673852329
1052.094523,1184.16487,2002.740851,0.75286995,0.732592224,0.639710788
1184.16487,1063.263776,2027.439835,0.732592224,0.773637973,0.643197629
1063.263776,813.380625,1604.388663,0.773637973,0.843490264,0.712784518
813.380625,721.7508464,1325.604162,0.843490264,0.871175175,0.776181172
721.7508464,667.0413628,1153.589648,0.871175175,0.888814123,0.832412053
667.0413628,617.0791102,1014.420933,0.888814123,0.893988994,0.851950266
617.0791102,602.5989323,965.7380078,0.893988994,0.895619332,0.855227451
602.5989323,644.638342,1038.676476,0.895619332,0.888836391,0.842619728
644.638342,732.6489019,1175.664666,0.888836391,0.874917771,0.830378619
732.6489019,838.2376997,1355.509058,0.874917771,0.85408934,0.812662684
838.2376997,809.7290538,1391.031701,0.85408934,0.855364367,0.803959879
809.7290538,877.8036458,1415.143689,0.855364367,0.845850351,0.800235117
877.8036458,946.0333767,1502.699201,0.845850351,0.835788541,0.791159468
946.0333767,17852.01658,17831.84767,0.835788541,0.257019995,0.257909104
17852.01658,244.2823177,17926.13446,0.257019995,0.94632674,0.255910845
244.2823177,208.4164106,445.972105,0.94632674,0.952871786,0.917150381
208.4164106,205.331072,423.7071875,0.952871786,0.952474882,0.920718074
205.331072,205.6677734,418.9972309,0.952474882,0.949039206,0.9171133
205.6677734,203.85773,415.1545747,0.949039206,0.949763053,0.91321135
203.85773,218.6437934,435.5933637,0.949763053,0.94336158,0.907416397
218.6437934,226.4795747,469.4110069,0.94336158,0.932944913,0.888793031
226.4795747,235.1708333,532.6709028,0.932944913,0.924145446,0.853920046
235.1708333,213.1774913,530.5509201,0.924145446,0.932772725,0.848035527
213.1774913,180.7009505,462.3911502,0.932772725,0.949197679,0.878101923
180.7009505,167.2072179,407.6896007,0.949197679,0.948143699,0.894168497
167.2072179,158.6311502,395.3275521,0.948143699,0.95047691,0.888764753
158.6311502,141.5669922,378.2202257,0.95047691,0.955890337,0.893502973
141.5669922,135.8482682,363.4040538,0.955890337,0.955953301,0.898593838
135.8482682,144.486467,365.1585373,0.955953301,0.953644519,0.897332088
144.486467,149.3034722,371.0515191,0.953644519,0.952833963,0.897454454
149.3034722,151.3320703,348.9931033,0.952833963,0.955855103,0.905155339
151.3320703,151.3061545,339.2837457,0.955855103,0.963117138,0.922182766
151.3061545,166.9918446,339.511072,0.963117138,0.960402249,0.928677852
166.9918446,163.7228906,345.7174783,0.960402249,0.963736412,0.929807941
163.7228906,145.9571311,319.4206814,0.963736412,0.965770183,0.936139742
145.9571311,133.8784722,272.7637196,0.965770183,0.969637413,0.944363959
133.8784722,144.3951215,279.3740799,0.969637413,0.96542336,0.942593972
144.3951215,115.0260026,261.570612,0.96542336,0.972797713,0.944089319
115.0260026,105.619145,220.7090365,0.972797713,0.973380782,0.951021354
105.619145,16419.51171,16388.60442,0.973380782,0.123725416,0.123813131
16419.51171,2926.187005,17220.80611,0.123725416,0.260453129,0.112675475
2926.187005,3355.193967,4481.823828,0.260453129,0.268342019,0.244098914
3355.193967,3232.187886,4320.884301,0.268342019,0.328505988,0.269364985
3232.187886,3435.980113,4466.832244,0.328505988,0.337547664,0.293950386
3435.980113,3647.676202,4378.66615,0.337547664,0.333256329,0.313123612
3647.676202,3600.191914,5201.472231,0.333256329,0.375665113,0.326015956
3600.191914,3605.118325,5134.200577,0.375665113,0.42686505,0.350486404
3605.118325,4630.95072,5298.315304,0.42686505,0.415113228,0.382846607
4630.95072,2372.823355,5532.21674,0.415113228,0.653100104,0.369137653
2372.823355,2935.432031,4081.554848,0.653100104,0.645775133,0.585305672
2935.432031,1390.454497,4015.899766,0.645775133,0.659550598,0.575914951
1390.454497,1341.502183,2480.196037,0.659550598,0.660619724,0.582933604
1341.502183,1343.039553,2455.470825,0.660619724,0.660672857,0.584461827
1343.039553,1557.569466,2600.808828,0.660672857,0.642423744,0.57113623
1557.569466,1827.706484,2984.097565,0.642423744,0.627223486,0.560954035
1827.706484,2726.319952,4365.697617,0.627223486,0.612409084,0.539296206
2726.319952,23790.38223,22283.31295,0.612409084,0.220498922,0.238261682
23790.38223,721.7858073,23876.02586,0.220498922,0.785823138,0.216933094
721.7858073,752.680013,1342.340378,0.785823138,0.778763642,0.681215683
752.680013,778.1298958,1389.294996,0.778763642,0.772426036,0.670426056
778.1298958,695.3083767,1326.612891,0.772426036,0.781120376,0.678815066
695.3083767,666.9906207,1213.098424,0.781120376,0.786045469,0.686323731
666.9906207,666.3782552,1206.57707,0.786045469,0.788300818,0.686559747
666.3782552,670.5095486,1229.233906,0.788300818,0.786429574,0.684897871
670.5095486,693.793533,1253.035313,0.786429574,0.781457551,0.680182773
693.793533,727.060855,1287.191081,0.781457551,0.776495505,0.674820488
727.060855,767.914145,1334.001936,0.776495505,0.772509749,0.672026046
767.914145,763.5790755,1356.616094,0.772509749,0.770221373,0.671301403
763.5790755,766.2746441,1333.343173,0.770221373,0.770200942,0.673964767
766.2746441,774.4977821,1335.220438,0.770200942,0.770438832,0.675313819
774.4977821,771.4633681,1344.461011,0.770438832,0.777829494,0.679803391
771.4633681,754.9907031,1334.02421,0.777829494,0.778603712,0.684221924
754.9907031,719.8295486,1304.322352,0.778603712,0.780662412,0.684475475
719.8295486,703.7524653,1282.491858,0.780662412,0.783303069,0.686096722
703.7524653,690.8528125,1271.306997,0.783303069,0.789392503,0.689301168
690.8528125,671.0297135,1252.452726,0.789392503,0.791553748,0.693122487
671.0297135,659.1552778,1222.080625,0.791553748,0.795626994,0.696226809
659.1552778,18607.70908,18622.26596,0.795626994,0.236553369,0.235306642
18607.70908,1539.118602,18468.81193,0.236553369,0.706001057,0.2416701
1539.118602,1556.21661,2863.645404,0.706001057,0.692574311,0.57873506
1556.21661,1524.568503,2717.298941,0.692574311,0.698492338,0.593352943
1524.568503,1479.793872,2779.30319,0.698492338,0.702838885,0.591448206
1479.793872,1477.05434,2740.571832,0.702838885,0.694080125,0.580111858
1477.05434,1469.989041,2744.479761,0.694080125,0.696877599,0.575197632
1469.989041,1412.806636,2635.081363,0.696877599,0.69793054,0.582217383
